album_type,artists,album_name,total_tracks,explicit,is_local,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
compilation,Bad Company,Swan Song Years 1974-1982 (Remastered),58,False,False,Seagull - 2015 Remaster,12,0.368,0.395,7,-14.067,1,0.0296,0.458,3.66e-05,0.14,0.466,101.564,244840,4
single,Steve Lacy,C U Girl,1,False,False,C U Girl,71,0.414,0.473,11,-8.911,0,0.116,0.6629999999999999,0.0523,0.128,0.409,100.0,129698,4
compilation,Grateful Dead,The Best of Fare Thee Well: Celebrating 50 Years of Grateful Dead (Live),16,False,False,"Box of Rain - Live at Soldier Field, Chicago, IL 7/3/2015",11,0.636,0.5379999999999999,7,-12.491,1,0.0396,0.731,0.0699,0.966,0.7040000000000001,124.154,327507,4
album,X Ambassadors,VHS,20,False,False,Unsteady,74,0.389,0.665,0,-6.169,1,0.0644,0.17800000000000002,0.000732,0.116,0.199,117.055,193547,4
compilation,Grateful Dead,The Best of Fare Thee Well: Celebrating 50 Years of Grateful Dead (Live),16,False,False,"West L.A. Fadeaway - Live at Soldier Field, Chicago,IL 7/4/2015",11,0.4970000000000001,0.475,7,-12.649,1,0.0422,0.484,0.405,0.354,0.625,147.611,616800,4
album,Diplo~Major Lazer,Peace Is The Mission (Extended),17,False,False,Lean On,72,0.723,0.809,7,-3.0810000000000004,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
compilation,Bad Company,Swan Song Years 1974-1982 (Remastered),58,False,False,Rock Steady - 2015 Remaster,12,0.6809999999999999,0.623,9,-10.322,0,0.0324,0.193,2.98e-06,0.0873,0.812,99.482,226013,4
album,Jeremih,Late Nights: The Album,15,True,False,Planez,71,0.688,0.556,6,-7.737999999999999,1,0.264,0.7,1.87e-06,0.108,0.416,129.336,240320,4
compilation,Grateful Dead,The Best of Fare Thee Well: Celebrating 50 Years of Grateful Dead (Live),16,False,False,"Fire on the Mountain - Live at Soldier Field, Chicago, IL 7/3/2015",11,0.583,0.5720000000000001,1,-12.300999999999998,0,0.103,0.435,0.128,0.682,0.615,155.465,397560,4
album,One Direction,Made In The A.M. (Deluxe Edition),17,False,False,Drag Me Down,79,0.73,0.703,0,-5.6720000000000015,0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,4
compilation,Bad Company,Swan Song Years 1974-1982 (Remastered),58,False,False,Ready for Love - 2015 Remaster,12,0.569,0.521,7,-11.863,1,0.0322,0.504,0.000149,0.115,0.468,129.048,302320,4
album,KYLE,Smyle (Extended),13,True,False,Don't Wanna Fall In Love,71,0.486,0.616,0,-6.9,1,0.277,0.0149,0.0,0.35600000000000004,0.601,132.151,232368,4
compilation,David Bowie,Five Years (1969 - 1973),135,False,False,Holy Holy - Spiders Version; 2015 Remaster,17,0.464,0.5870000000000001,2,-12.283,1,0.037000000000000005,0.0833,0.00647,0.0524,0.5479999999999999,109.207,138067,4
album,Cody Jinks,Adobe Sessions,12,False,False,Loud and Heavy,69,0.452,0.652,0,-6.712999999999999,0,0.0282,0.0005610000000000001,0.0,0.0948,0.64,163.935,230012,4
compilation,Various Artists,Anjunadeep The Yearbook 2015,30,False,False,Space Me Out - Jody Wisternoff & James Grant Remix,20,0.768,0.64,1,-8.095,1,0.0508,0.0038,0.486,0.075,0.22,116.002,352670,4
album,Shawn Mendes,Handwritten,13,False,False,Stitches,72,0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,149.789,206880,4
album,Huey Mack,The Longest Year of My Life,11,True,False,"December 32nd, 2015",10,0.754,0.453,0,-11.037,1,0.193,0.363,0.0,0.123,0.649,145.017,232296,4
album,Ocean Sounds~Ocean Sounds Collection~Ocean Waves For Sleep,"Waves of the Sea, Ocean and Lakes",19,False,False,Rolling Ocean Waves,70,0.127,0.941,1,-16.083,0,0.0509,0.813,0.988,0.17800000000000002,1e-05,82.14399999999998,96872,3
compilation,Bad Company,Swan Song Years 1974-1982 (Remastered),58,False,False,Shooting Star - 2015 Remaster,11,0.386,0.591,9,-9.301,1,0.0377,0.252,4.46e-05,0.0592,0.65,166.362,379880,4
album,Drake~Future,What A Time To Be Alive,11,True,False,Jumpman,72,0.852,0.5529999999999999,1,-7.286,1,0.187,0.0559,0.0,0.332,0.6559999999999999,142.079,205879,4
compilation,Roy Orbison,Roy Orbison: The MGM Years 1965 - 1973 (Remastered),164,False,False,Ride Away - Remastered 2015,12,0.52,0.411,9,-12.411,1,0.0315,0.7859999999999999,0.0012,0.146,0.35,120.29,207573,4
album,Chris Stapleton,Traveller,14,False,False,Parachute,69,0.642,0.762,6,-7.411,1,0.0296,0.00967,5.7200000000000015e-05,0.182,0.605,113.038,253200,4
album,Everything But The Girl,Adapt or Die: Ten Years of Remixes,14,False,False,Before Today - Adam F Remix / 2015 Remaster,10,0.5870000000000001,0.754,11,-9.504,0,0.0652,0.0734,0.00607,0.104,0.193,81.832,254707,4
album,Adele,25,11,False,False,Hello,72,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.28800000000000003,78.991,295502,4
compilation,Roy Orbison,Roy Orbison: The MGM Years 1965 - 1973 (Remastered),164,False,False,Best Friend - Remastered 2015,17,0.506,0.4370000000000001,2,-12.475,1,0.0303,0.948,0.8220000000000001,0.107,0.6679999999999999,90.789,158267,3
album,Cage The Elephant,Tell Me I'm Pretty,10,False,False,Trouble,72,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,225973,4
compilation,Grateful Dead,The Best of Fare Thee Well: Celebrating 50 Years of Grateful Dead (Live),16,False,False,"Althea - Live at Soldier Field, Chicago, IL 7/5/2015 [GH Edit]",10,0.536,0.4920000000000001,9,-13.458,1,0.0433,0.705,0.212,0.947,0.69,155.665,476280,4
album,Adele,25,11,False,False,When We Were Young,71,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,290900,4
compilation,Grateful Dead,The Best of Fare Thee Well: Celebrating 50 Years of Grateful Dead (Live),16,False,False,"Drums - Live at Soldier Field, 7/5/2015",9,0.411,0.503,2,-18.915,1,0.0539,0.573,0.838,0.132,0.0374,119.988,935173,4
album,Ryn Weaver,The Fool,11,False,False,Pierre,68,0.607,0.8270000000000001,9,-4.282,1,0.0484,0.289,2.95e-06,0.718,0.552,100.062,202747,4
compilation,The Beatles,The Beatles - New Year's Workout,6,False,False,Eight Days A Week - Remastered 2015,15,0.635,0.677,9,-5.605,1,0.0316,0.265,0.0,0.215,0.8370000000000001,138.702,163320,4
single,$uicideboy$,I No Longer Fear the Razor Guarding My Heel,3,True,False,My Flaws Burn Through My Skin Like Demonic Flames from Hell,71,0.78,0.748,11,-7.394,0,0.0352,0.00448,0.000546,0.115,0.0663,125.98,167680,4
compilation,Bad Company,Swan Song Years 1974-1982 (Remastered),58,False,False,Good Lovin' Gone Bad - 2015 Remaster,11,0.511,0.7509999999999999,2,-8.128,1,0.0484,0.0322,0.00175,0.246,0.826,128.535,217693,4
album,Kendrick Lamar,To Pimp A Butterfly,16,True,False,King Kunta,73,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,234693,4
compilation,Various Artists,Mixmash Year Mix 2015 [Mixed By Inpetto],22,False,False,Learn To Fly - Mix Cut,20,0.568,0.8859999999999999,11,-5.115,0,0.0447,0.0423,0.000155,0.8140000000000001,0.301,126.957,204440,4
album,A$AP Rocky,AT.LONG.LAST.A$AP,18,True,False,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",75,0.394,0.6609999999999999,4,-8.684,1,0.192,0.00996,0.0,0.343,0.335,149.81799999999996,260987,4
album,Moon Taxi,New Year's Eve 2015 (Live),10,False,False,Run Right Back - Live,12,0.349,0.8170000000000001,8,-5.5870000000000015,1,0.064,0.0842,0.0,0.794,0.318,141.121,227400,4
album,Houndmouth,Little Neon Limelight,11,False,False,Sedona,66,0.394,0.654,3,-8.243,1,0.0346,0.0404,6.96e-05,0.112,0.264,135.188,239881,4
compilation,Bad Company,Swan Song Years 1974-1982 (Remastered),58,False,False,Movin' On - 2015 Remaster,10,0.647,0.816,0,-8.466000000000001,1,0.0347,0.493,0.0422,0.142,0.94,117.657,204307,4
album,Colter Wall,Imaginary Appalachia,7,False,False,Sleeping on the Blacktop,68,0.5670000000000001,0.311,2,-14.464,0,0.0455,0.8220000000000001,0.23,0.11,0.478,83.11,192480,4
compilation,Grateful Dead,The Best of Fare Thee Well: Celebrating 50 Years of Grateful Dead (Live),16,False,False,"China Cat Sunflower - Live at Soldier Field, Chicago, IL 7/5/2015",10,0.48,0.555,7,-12.749,1,0.0389,0.43,0.938,0.2,0.8340000000000001,89.39399999999998,438787,4
album,Bryson Tiller,T R A P S O U L,14,False,False,Right My Wrongs,70,0.5429999999999999,0.449,1,-8.065,1,0.0463,0.345,0.0,0.157,0.29,132.609,249320,4
compilation,Bad Company,Swan Song Years 1974-1982 (Remastered),58,False,False,Can't Get Enough - 2015 Remaster,11,0.638,0.6859999999999999,0,-9.876,1,0.0366,0.314,0.23,0.0678,0.7659999999999999,126.045,256360,4
single,The Chainsmokers,Roses,1,False,False,Roses,75,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4
compilation,Grateful Dead,The Best of Fare Thee Well: Celebrating 50 Years of Grateful Dead (Live),16,False,False,"The Music Never Stopped - Live at Soldier Field, Chicago, IL 7/3/2015",9,0.626,0.563,4,-11.753,0,0.0321,0.315,0.595,0.8220000000000001,0.532,99.157,612280,4
album,G-Eazy,When It's Dark Out,17,True,False,"Me, Myself & I",75,0.7559999999999999,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,251467,4
compilation,Grateful Dead,The Best of Fare Thee Well: Celebrating 50 Years of Grateful Dead (Live),16,False,False,"I Know You Rider - Live at Soldier Field, Chicago, IL 7/5/2015",10,0.489,0.56,7,-12.787,1,0.0322,0.5579999999999999,0.436,0.765,0.536,89.75,445373,4
album,$uicideboy$,High Tide in the Snake's Nest,10,True,False,$Outh $Ide $Uicide,70,0.797,0.516,1,-6.2860000000000005,1,0.0832,0.005379999999999999,0.438,0.0728,0.0478,109.993,169320,4
compilation,Various Artists,Big Beat Yearbook 2015,20,False,False,Ease My Mind,11,0.404,0.753,8,-2.986,0,0.0656,0.0649,0.0,0.281,0.207,150.14700000000005,302520,4
album,X Ambassadors,VHS,20,False,False,Renegades,76,0.526,0.862,2,-6.002999999999999,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200,4
compilation,Bad Company,Swan Song Years 1974-1982 (Remastered),58,False,False,Feel like Makin' Love - 2015 Remaster,11,0.534,0.546,7,-9.67,1,0.031,0.34700000000000003,0.0036,0.633,0.762,85.35700000000001,314600,4
album,Leon Bridges,Coming Home (Deluxe),15,False,False,River,72,0.635,0.184,8,-10.785,1,0.0456,0.665,0.0,0.146,0.177,128.424,240200,4
compilation,Grateful Dead,The Best of Fare Thee Well: Celebrating 50 Years of Grateful Dead (Live),16,False,False,"Cumberland Blues - Live at Soldier Field, Chicago, IL 7/4/2015",9,0.5760000000000001,0.564,0,-13.575,1,0.0734,0.496,0.233,0.695,0.6679999999999999,123.965,425960,4
album,mike.,This Isn't The Album,8,True,False,These Days,70,0.815,0.364,2,-11.158,1,0.375,0.5329999999999999,3.52e-05,0.108,0.328,129.937,268566,4
album,T-SQUARE,THE SQUARE YEAR END Live 20151227,19,False,False,Hank & Cliff (Live Version),19,0.696,0.664,5,-13.382,1,0.0325,0.16899999999999998,0.809,0.6920000000000001,0.889,112.907,301128,4
album,Sia,1000 Forms Of Fear (Deluxe Version),20,False,False,Chandelier,68,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.5720000000000001,117.089,216120,5
album,Moon Taxi,New Year's Eve 2015 (Live),10,False,False,All Day All Night - Live,11,0.441,0.752,2,-6.09,1,0.0339,0.00126,0.0,0.4920000000000001,0.315,105.748,242907,4
album,Coldplay,A Head Full of Dreams,11,False,False,Hymn for the Weekend,80,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,4
album,Moon Taxi,New Year's Eve 2015 (Live),10,False,False,Change - Live,11,0.233,0.743,0,-7.1629999999999985,0,0.0517,0.00521,0.000197,0.715,0.158,88.137,259320,4
album,Twenty One Pilots,Blurryface,14,False,False,Tear in My Heart,72,0.655,0.632,2,-4.802,1,0.0489,0.0189,0.0,0.0722,0.447,120.113,188493,4
compilation,David Bowie,Five Years (1969 - 1973),135,False,False,Conversation Piece - Mono Version; 2015 Remaster,15,0.52,0.608,7,-6.619,1,0.0332,0.464,0.0,0.123,0.534,123.874,187880,4
album,Rae Sremmurd,SremmLife,11,True,False,No Type,73,0.8909999999999999,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,200080,4
compilation,David Bowie,Five Years (1969 - 1973),135,False,False,The Prettiest Star - Mono; 2015 Remaster,15,0.324,0.375,5,-12.868,1,0.0306,0.644,0.0232,0.362,0.473,109.172,193627,4
album,Zac Brown Band,JEKYLL + HYDE,16,False,False,Homegrown,68,0.7120000000000001,0.807,6,-3.976,1,0.0297,0.0244,0.000122,0.0905,0.936,105.024,205000,4
compilation,Daryl Hall & John Oates,Playlist: The Best of the Atlantic Years,20,False,False,When the Morning Comes - 2015 Japanese Remaster,10,0.5920000000000001,0.638,7,-7.955,1,0.0296,0.272,3.78e-06,0.109,0.813,150.55100000000004,196933,4
album,Tame Impala,Currents,13,False,False,"New Person, Same Old Mistakes",71,0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,363240,4
compilation,Grateful Dead,The Best of Fare Thee Well: Celebrating 50 Years of Grateful Dead (Live),16,False,False,"Touch of Grey - Live at Soldier Field, Chicago, IL 7/5/2015",8,0.465,0.639,11,-12.649,1,0.0623,0.635,0.278,0.21,0.5770000000000001,147.422,516933,4
album,Justin Bieber,Purpose (Deluxe),19,False,False,What Do You Mean?,77,0.845,0.5670000000000001,5,-8.118,0,0.0956,0.59,0.0014199999999999998,0.0811,0.7929999999999999,125.02,205680,4
compilation,David Bowie,Five Years (1969 - 1973),135,False,False,Moonage Daydream - The Arnold Corns Single Version; 2015 Remaster,14,0.564,0.551,9,-11.505,0,0.0371,0.181,4.8e-06,0.0653,0.815,140.40200000000002,233434,4
single,Rihanna,Bitch Better Have My Money,1,True,False,Bitch Better Have My Money,74,0.7809999999999999,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,219306,4
album,Miles Davis,The Last Word - The Warner Bros. Years,86,False,False,Fantasy - 2015 Remaster,25,0.716,0.8170000000000001,7,-9.849,1,0.0426,2.93e-05,0.322,0.0691,0.885,105.312,278960,4
album,Melanie Martinez,Cry Baby (Deluxe Edition),16,True,False,Training Wheels,72,0.5710000000000001,0.481,9,-7.1789999999999985,1,0.0444,0.6970000000000001,0.0,0.08900000000000001,0.0807,113.753,205680,4
album,Moon Taxi,New Year's Eve 2015 (Live),10,False,False,Make Your Mind Up - Live,10,0.601,0.8540000000000001,9,-6.181,0,0.0398,0.0132,0.0,0.532,0.489,121.964,263680,4
album,Fall Out Boy,American Beauty/American Psycho,11,False,False,Immortals,73,0.616,0.868,2,-3.606,1,0.0699,0.00131,1.54e-06,0.6709999999999999,0.475,108.016,189387,4
album,LADYBABY,ONE YEAR BEST ~2015-2016~,8,False,False,ULTRA LUCKY,16,0.481,0.9,8,-2.45,1,0.083,0.00938,0.0,0.182,0.52,178.02900000000002,232120,4
album,Meek Mill,Dreams Worth More Than Money,14,True,False,R.I.C.O. (feat. Drake),70,0.727,0.599,1,-6.941,1,0.327,0.317,0.0,0.219,0.386,167.90900000000005,197133,3
album,Moon Taxi,New Year's Eve 2015 (Live),10,False,False,River Water - Live,10,0.32,0.674,0,-7.559,1,0.0369,0.00618,0.000127,0.743,0.249,123.714,265293,4
album,Chris Janson,Buy Me a Boat,11,False,False,Buy Me a Boat,68,0.574,0.745,2,-6.6629999999999985,1,0.0507,0.319,0.0,0.11,0.693,154.042,179078,4
compilation,Grateful Dead,The Best of Fare Thee Well: Celebrating 50 Years of Grateful Dead (Live),16,False,False,"Truckin' - Live at Soldier Field, Chicago, IL 7/5/2015",8,0.441,0.657,4,-12.249,0,0.0852,0.623,0.266,0.6609999999999999,0.527,114.527,840360,4
album,Trey Songz,Trigga Reloaded,18,False,False,Slow Motion,70,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.29100000000000004,94.947,197854,4
compilation,Various Artists,FRNT Year Mix 2015,17,False,False,B2U (feat. Ian Everson) - Mix Cut,14,0.5710000000000001,0.722,5,-11.303,0,0.0729,0.0312,0.00488,0.413,0.349,145.69799999999995,264049,4
album,OMI,Me 4 U,14,False,False,Cheerleader - Felix Jaehn Remix Radio Edit,66,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560,4
album,Moon Taxi,New Year's Eve 2015 (Live),10,False,False,Mercury - Live,10,0.209,0.655,0,-6.0379999999999985,1,0.0384,0.0138,2.28e-05,0.374,0.182,180.689,244027,4
album,Drake,If You're Reading This It's Too Late,17,True,False,Energy,70,0.747,0.5710000000000001,11,-7.916,1,0.478,0.38,0.0,0.534,0.5529999999999999,172.104,181933,4
album,Moon Taxi,New Year's Eve 2015 (Live),10,False,False,Savannah - Live,10,0.28300000000000003,0.78,5,-6.035,1,0.0366,0.0018,3.16e-05,0.6559999999999999,0.514,153.461,385387,4
album,Tim McGraw,Damn Country Music,11,False,False,Humble And Kind,68,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.13699999999999998,100.956,259267,3
compilation,Daryl Hall & John Oates,Playlist: The Best of the Atlantic Years,20,False,False,Las Vegas Turnaround (The Stewardess Song) - 2015 Japanese Remaster,10,0.7090000000000001,0.6709999999999999,5,-9.689,1,0.0379,0.132,1.96e-05,0.0971,0.83,119.475,179653,4
album,The Weeknd,Beauty Behind The Madness,14,True,False,Earned It (Fifty Shades Of Grey),69,0.659,0.29100000000000004,2,-8.275,0,0.0348,0.405,0.0,0.0771,0.406,119.829,277680,3
album,Tame Impala,Currents,13,False,False,Let It Happen,73,0.602,0.8809999999999999,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.5770000000000001,125.012,467587,4
compilation,Various Artists,Happy New Year Party 2015! (The Greatest Hits to Celebrate the New Year),41,False,False,Y. M. C. A.,19,0.687,0.454,3,-14.76,0,0.0314,0.215,0.0,0.0466,0.518,122.021,234000,3
album,Drake,If You're Reading This It's Too Late,17,True,False,Know Yourself,73,0.72,0.412,11,-8.687000000000001,0,0.223,0.196,0.0,0.342,0.179,114.408,275840,4
compilation,David Bowie,Five Years (1969 - 1973),135,False,False,Letter to Hermione - 2015 Remaster,13,0.409,0.264,4,-16.366,0,0.0381,0.846,0.00021,0.108,0.55,81.053,156960,4
album,Drake,If You're Reading This It's Too Late,17,True,False,Jungle,70,0.6970000000000001,0.235,7,-8.651,1,0.0534,0.62,0.000144,0.107,0.378,99.947,320400,4
compilation,Roy Orbison,Roy Orbison: The MGM Years 1965 - 1973 (Remastered),164,False,False,Unchained Melody - Remastered 2015,12,0.303,0.354,9,-8.226,1,0.0266,0.898,0.00151,0.0922,0.163,99.638,217733,3
album,Chris Young,I'm Comin' Over,11,False,False,I'm Comin' Over,67,0.575,0.845,10,-3.838,1,0.035,0.0282,0.0,0.0814,0.376,127.997,197280,4
album,Moon Taxi,New Year's Eve 2015 (Live),10,False,False,Whiskey Sunsets - Live,9,0.358,0.841,5,-7.54,1,0.0619,0.0186,1.13e-05,0.378,0.248,119.294,256160,4
album,Billy Currington,Summer Forever,12,False,False,Do I Make You Wanna,67,0.5529999999999999,0.747,9,-5.432,1,0.0279,0.106,0.0,0.154,0.521,90.012,234307,4
single,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),1,True,False,All My Friends (feat. Tinashe & Chance the Rapper),73,0.6809999999999999,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997,229747,4
compilation,Grateful Dead,The Best of Fare Thee Well: Celebrating 50 Years of Grateful Dead (Live),16,False,False,"Not Fade Away - Live at Soldier Field, Chicago, IL 7/5/2015",7,0.382,0.5379999999999999,9,-15.039,1,0.19,0.5,0.17800000000000002,0.354,0.342,170.359,830573,4
album,The Weeknd,Beauty Behind The Madness,14,True,False,Acquainted,71,0.3720000000000001,0.478,7,-9.835,0,0.0503,0.482,0.0,0.0844,0.254,101.102,348853,4
compilation,Bad Company,Swan Song Years 1974-1982 (Remastered),58,False,False,The Way I Choose - 2015 Remaster,8,0.5720000000000001,0.34,11,-13.068,1,0.0298,0.233,5.600000000000001e-05,0.0761,0.453,122.321,303480,3
album,Galantis,Pharmacy,13,False,False,Runaway (U & I),75,0.506,0.805,1,-4.119,1,0.0469,0.007109999999999998,0.00193,0.0856,0.383,126.008,227074,4
album,The Flaming Lips,Heady Nuggs 20 Years After Clouds Taste Metallic 1994-1997,42,False,False,The Abandoned Hospital Ship - 2015 Remaster,8,0.337,0.313,11,-10.565,1,0.0343,0.419,0.0351,0.21,0.32,129.109,217333,3
album,Halsey,BADLANDS (Deluxe),16,True,False,Gasoline,71,0.731,0.58,10,-7.3279999999999985,0,0.0399,0.223,0.0,0.129,0.319,119.997,199593,4
album,T-SQUARE,T-SQUARE YEAR END Live 20151219-24 BEST TAKE COMPLETE SELECTION,18,False,False,Open The 35th Gate (Live Version),20,0.612,0.807,5,-9.325,1,0.0341,0.0047,0.8270000000000001,0.579,0.7440000000000001,131.94799999999998,413271,4
album,Binaural Beat Therapy~Binaural Beats~Zen Mindwaves,"Brown Noise, White Noise, and Binaural Beats Entrainment (Loopable with no Fade)",7,False,False,Brown Noise - Loopable with No Fade,68,0.0,2.01e-05,5,-15.776,1,0.0,0.0,0.0,0.0,0.0,0.0,73887,0
compilation,Various Artists,Battle of the Year 2015 - The Soundtrack,19,False,False,Funkyfarm,17,0.795,0.887,11,-7.478,1,0.0586,0.00118,0.341,0.121,0.974,111.984,175373,4
album,NF,Mansion,12,False,False,Paralyzed,72,0.51,0.643,0,-6.602,1,0.0485,0.214,3.22e-06,0.101,0.0397,130.08100000000002,270453,4
compilation,Various Artists,Big Beat Yearbook 2015,20,False,False,Real Love,9,0.63,0.848,0,-4.592,1,0.0428,0.0834,4.34e-06,0.205,0.551,124.987,219692,4
album,5 Seconds of Summer,Sounds Good Feels Good (Deluxe),17,False,False,She's Kinda Hot,69,0.664,0.908,4,-4.806,1,0.0317,0.00182,0.0,0.109,0.889,118.031,216454,4
album,LADYBABY,ONE YEAR BEST ~2015-2016~,8,False,False,Beard-chan Robot,16,0.455,0.984,0,-2.036,1,0.127,0.0113,0.00732,0.332,0.387,156.102,229187,4
album,Chris Stapleton,Traveller,14,False,False,Fire Away,67,0.5589999999999999,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123,244333,3
compilation,David Bowie,Five Years (1969 - 1973),135,False,False,Kooks - 2015 Remaster,14,0.606,0.278,9,-17.746,1,0.0378,0.501,0.0,0.121,0.6940000000000001,127.163,173760,4
album,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),23,False,False,Lay Me Down,73,0.468,0.19,4,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125.319,219536,4
album,Jason Derulo,Everything Is 4,11,False,False,Want to Want Me,75,0.775,0.68,0,-5.507999999999999,0,0.0629,0.00906,0.0,0.109,0.6559999999999999,114.025,207719,4
compilation,Bad Company,Swan Song Years 1974-1982 (Remastered),58,False,False,Wild Fire Woman - 2015 Remaster,7,0.43,0.8690000000000001,9,-7.785,1,0.0335,0.0819,1.77e-05,0.162,0.723,94.027,274373,4
single,Meghan Trainor,Better When I'm Dancin',1,False,False,Better When I'm Dancin',73,0.7559999999999999,0.789,2,-7.002000000000002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,176267,4
album,Wiener Philharmoniker~Zubin Mehta,New Year's Concert 2015,21,False,False,"Elektromagnetische Polka, Op. 110",20,0.589,0.28300000000000003,7,-20.086,1,0.339,0.852,0.879,0.685,0.821,90.06700000000002,180280,4
album,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording),46,False,False,Satisfied,69,0.7070000000000001,0.593,5,-8.581,0,0.0949,0.287,0.0,0.15,0.478,123.772,329228,4
compilation,Bad Company,Swan Song Years 1974-1982 (Remastered),58,False,False,Don't Let Me Down - 2015 Remaster,8,0.5,0.457,1,-11.934,1,0.033,0.516,0.0229,0.122,0.444,112.946,258827,3
album,The Neighbourhood,Wiped Out!,11,False,False,The Beach,74,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,255133,4
compilation,David Bowie,Five Years (1969 - 1973),135,False,False,Unwashed and Somewhat Slightly Dazed - 2015 Remaster,13,0.274,0.755,5,-10.107,1,0.0919,0.00483,1.92e-05,0.204,0.574,165.438,412987,4
album,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording),46,False,False,Alexander Hamilton,69,0.609,0.435,11,-7.8610000000000015,0,0.285,0.522,0.0,0.118,0.552,131.995,236738,4
compilation,Daryl Hall & John Oates,Playlist: The Best of the Atlantic Years,20,False,False,Fall in Philadelphia - 2015 Japanese Remaster,7,0.58,0.711,7,-7.8820000000000014,1,0.0379,0.35,0.00019,0.11,0.805,141.583,241227,4
album,Eric Church,Mr. Misunderstood,10,False,False,Record Year,66,0.589,0.6409999999999999,5,-8.12,1,0.0838,0.205,0.0,0.0864,0.57,160.031,179347,4
compilation,David Bowie,Five Years (1969 - 1973),135,False,False,The Width of a Circle - 2015 Remaster,11,0.383,0.43,9,-13.691,1,0.0383,0.0119,0.0193,0.213,0.18,133.826,492493,4
album,Amber Run,5AM (Expanded Edition),17,False,False,I Found,73,0.5670000000000001,0.303,7,-12.481,0,0.0351,0.862,0.00563,0.104,0.252,124.949,273000,4
single,Placebo,Life's What You Make It,6,False,False,Twenty Years - Live at Europa Festival 2015,4,0.405,0.938,4,-4.887,0,0.135,0.0271,0.0,0.401,0.293,130.629,276219,4
single,Ruth B.,Lost Boy,1,False,False,Lost Boy,73,0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994,275280,4
compilation,David Bowie,Five Years (1969 - 1973),135,False,False,Hang on to Yourself - Arnold Corns Version; 2015 Remaster,11,0.657,0.579,0,-12.402,1,0.0424,0.031,2.61e-05,0.06,0.941,77.942,172022,4
single,Dyl~Wes Walker,Jordan Belfort,1,True,False,Jordan Belfort,66,0.86,0.7190000000000001,11,-4.325,0,0.33,0.125,0.0,0.0799,0.496,160.049,207912,4
compilation,Daryl Hall & John Oates,Playlist: The Best of the Atlantic Years,20,False,False,Had I Known You Better Then - 2015 Japanese Remaster,6,0.517,0.599,0,-9.774,1,0.0356,0.194,2.09e-06,0.0967,0.54,88.37799999999999,205947,4
album,The Oh Hellos,Dear Wormwood,13,False,False,"Soldier, Poet, King",70,0.349,0.762,8,-7.761,1,0.0703,0.0298,0.000732,0.109,0.477,118.017,165674,4
compilation,Roy Orbison,Roy Orbison: The MGM Years 1965 - 1973 (Remastered),164,False,False,"Pistolero - From ""The Fastest Guitar Alive"" Soundtrack / Remastered 2015",11,0.441,0.35,9,-10.605,1,0.0352,0.848,1.23e-05,0.104,0.5429999999999999,131.834,177613,4
album,Lil Dicky,Professional Rapper,20,True,False,Molly (feat. Brendon Urie of Panic at the Disco),67,0.8290000000000001,0.514,7,-6.694,1,0.037000000000000005,0.203,0.000157,0.115,0.397,114.955,244340,4
